file_name	summary
chunk_0.txt	Ein Kaufmann namens Egeon wird verhaftet, weil er die Stadt Ephesus betreten hat, weil die Stadt in offenem Konflikt mit Egeons Heimatstadt Syrakus steht. Da Egeon sich die 1.000 Mark Geldstrafe nicht leisten kann, wird er von Solinus, dem Herzog von Ephesus, zum Tode verurteilt.
chunk_1.txt	Egeon erzählt Solinus dann die tragische Geschichte, die ihn in die feindliche Stadt geführt hat. Er erklärt, dass er und seine Frau Emilia eineiige Zwillingssöhne hatten. Sie nannten sie beide Antipholus und kauften zwei identische Sklavenjungen, beide namens Dromio, um ihnen zu dienen. Als sie jedoch noch Kleinkinder waren, trennte ein Schiffbruch die Familie. Egeon wurde mit einem Sohn und einem Diener gerettet und konnte nur hoffen, dass der andere Sohn und Diener mit Emilia überlebten. Als sein Antipholus achtzehn wurde, machte er sich auf die Suche nach seinem verlorenen Zwilling, und als er nicht zurückkam, machte sich Egeon selbst auf die Suche nach den beiden. Nach vielen Jahren der Suche fand er sich in Ephesus wieder, wo er gefangen genommen wurde. Solinus ist von Egeons Geschichte bewegt und gibt ihm einen Tag, um das Geld für die Geldstrafe aufzutreiben. 
chunk_2.txt	Antipholus von Syrakus kommt am selben Tag in Ephesus an und bittet seinen Sklaven Dromio, seinen Geldbeutel von 1.000 Mark in einem Gasthaus zu deponieren. 
chunk_3.txt	Antiopholus und der Diener Dromio von Syrakus werden von den Stadtbewohnern sofort für Antipholus und den Diener Dromio von Ephesus gehalten. Antipholus trifft auf Dromio, der bestreitet, von dem Geld zu wissen, das er zuvor erhalten hatte. Adriana, die Frau von Antipholus, schickt Dromio, um seinen Herrn zu finden. Sie begegnen Antipholus und Dromio. Als Dromio von Ephesus nach Hause zurückkehrt, berichtet er Adriana, der Frau des Antipholus von Ephesus, dass Antipholus ihn geschlagen und bestritten habe, mit ihr verheiratet zu sein.
chunk_4.txt	Adriana ist verärgert, weil sie glaubt, dass dies bedeutet, dass ihr Mann untreu ist.
chunk_5.txt	Dromio von Syrakus kehrt zu Antipholus von Syrakus zurück, der ihn beschuldigt, Witze über die Ehe zu machen. Verwirrt bestreitet Dromio dies und Antipholus schlägt ihn. 
chunk_6.txt	Adrianna kommt mit ihrer Schwester Luciana herein und erklärt, dass sie Antipholus verzeiht und nur möchte, dass er zurückkehrt, um mit ihr zu speisen.
chunk_7.txt	Obwohl sie verwirrt und verängstigt sind, beschließen Antipholus von Syrakus und Dromio von Syrakus, mitzuspielen und Adriana zu ihrem Haus zu begleiten. Er lässt seinen Sklaven zurück, um die Tür zu bewachen. 
chunk_8.txt	Als Antipholus von Ephesus und seine Freunde in seinem Haus ankommen, verweigert ihnen Dromio von Syrakus den Zutritt. 
chunk_9.txt	Antipholus von Ephesus ist wütend und geht mit einer Kurtisane zum Essen, um seine Frau zu ärgern. 
chunk_10.txt	Luciana ist sich der Ereignisse draußen nicht bewusst und fordert Antipholus von Syrakus auf, freundlicher zu Adriana zu sein. Antipholus sagt jedoch, dass er sich nicht für Adriana interessiert, sondern dass er sich zu Luciana selbst hingezogen fühlt.
chunk_11.txt	Obwohl sie sich geschmeichelt fühlt, hält Luciana die Begegnung für unmoralisch und reist schnell ab. Dann kehrt Dromio von Syrakus zurück und sagt, dass er auch Probleme mit Frauen habe, da er gerade erfahren habe, dass er offenbar mit einem unattraktiven, fettigen Küchenmädchen namens Nell verheiratet ist.
chunk_12.txt	Eine weitere Verwirrung entsteht, als Antipholus von Syrakus eine von seinem Bruder gekaufte Goldkette erhält. 
chunk_13.txt	Als Antipholus von Ephesus sich weigert, die Kette zu bezahlen, mit der Begründung, er habe sie nicht erhalten, wird er wegen Schulden verhaftet. 
chunk_14.txt	Antipholus von Ephesus fordert Dromio von Syrakus auf, zu Adriana zu gehen und Geld für seine Kaution zu holen, was er auch tut.
chunk_15.txt	Dromio von Syrakus überreicht das Geld dann fälschlicherweise Antipholus von Syrakus, der zunehmend verwirrt ist. Dann kommt die Kurtisane von Antipholus von Ephesus und behauptet, dass Antipholus ihr eine Goldkette schuldet, die er ihr angeblich versprochen hat.
